conf;M1;valutazione;anno;codaz
114;0,005;Reg/Neg/n.a.;2.010,00;135BG005
117;0,005;Reg/Neg/n.a.;2.010,00;059BG012
3.968;0,01;Reg/Neg/n.a.;2.013,00;070BG104
3.976;0;Reg/Neg/n.a.;2.013,00;070BG024
7.545;0,02;Reg/Neg/n.a.;2.016,00;152BG006
12.027;0;Reg/Neg/n.a.;2.013,00;027BG001
19.883;0,04;Reg/Neg/n.a.;2.013,00;062BG008
20.528;0,02;Reg/Neg/n.a.;2.014,00;207BG002
20.534;0;Reg/Neg/n.a.;2.014,00;081BG006
20.539;0,01;Reg/Neg/n.a.;2.014,00;126BG004
20.541;0,02;Reg/Neg/n.a.;2.014,00;207BG020
20.545;0;Reg/Neg/n.a.;2.014,00;207BG008
20.548;0,01;Reg/Neg/n.a.;2.014,00;207BG011
20.560;0,01;Reg/Neg/n.a.;2.014,00;091BG002
20.744;0,01;Reg/Neg/n.a.;2.014,00;091BG002
22.303;0,01;Reg/Neg/n.a.;2.014,00;245BG045
22.304;0,01;Reg/Neg/n.a.;2.014,00;245BG024
22.305;0,02;Reg/Neg/n.a.;2.014,00;016BG009
23.519;0;Reg/Neg/n.a.;2.014,00;222BG002
23.846;0,01;Reg/Neg/n.a.;2.015,00;033PR100
25.208;0,01;Reg/Neg/n.a.;2.014,00;213BG011
25.210;0;Reg/Neg/n.a.;2.014,00;203BG017
25.337;0;Reg/Neg/n.a.;2.014,00;036BG001
25.341;0;Reg/Neg/n.a.;2.014,00;036BG008
26.046;0,02;Reg/Neg/n.a.;2.016,00;082BG022
26.649;0,01;Reg/Neg/n.a.;2.014,00;008BG006
26.651;0,03;Reg/Neg/n.a.;2.014,00;060BG028
28.147;0;Reg/Neg/n.a.;2.014,00;082BG018
28.813;0,03;Reg/Neg/n.a.;2.016,00;016BG009
28.915;0,01;Reg/Neg/n.a.;2.014,00;015BG007
28.916;0;Reg/Neg/n.a.;2.014,00;245BG007
28.917;0,01;Reg/Neg/n.a.;2.014,00;015BG006
28.920;0;Reg/Neg/n.a.;2.014,00;245BG010
30.609;0,02;Reg/Neg/n.a.;2.013,00;013BG034
32.633;0,08;Irr/Pos;2.013,00;167BG004
33.502;0,04;Reg/Neg/n.a.;2.016,00;195BG002
33.876;0;Reg/Neg/n.a.;2.014,00;245BG006
34.610;0,01;Reg/Neg/n.a.;2.016,00;038BG006
35.205;0,03;Reg/Neg/n.a.;2.016,00;156BG043
36.874;0,02;Reg/Neg/n.a.;2.013,00;040BG025
36.911;0,01;Reg/Neg/n.a.;2.013,00;013BG013
38.036;0,01;Reg/Neg/n.a.;2.016,00;209BG029
38.043;0,01;Reg/Neg/n.a.;2.016,00;213BG011
38.181;0;Reg/Neg/n.a.;2.014,00;156BG012
38.186;0,05;Irr/Pos;2.014,00;156BG039
40.337;0,02;Reg/Neg/n.a.;2.013,00;013BG003
40.376;0,03;Reg/Neg/n.a.;2.013,00;154BG003
40.380;0,02;Reg/Neg/n.a.;2.013,00;040BG002
40.431;0,03;Reg/Neg/n.a.;2.013,00;206BG007
40.444;0,02;Reg/Neg/n.a.;2.013,00;199BG015
40.450;0,05;Reg/Neg/n.a.;2.013,00;146BG047
40.453;0,03;Reg/Neg/n.a.;2.013,00;146BG024
40.460;0,04;Reg/Neg/n.a.;2.013,00;146BG025
40.463;0,01;Reg/Neg/n.a.;2.013,00;199BG012
40.782;0,01;Reg/Neg/n.a.;2.016,00;124BG004
40.789;0,04;Reg/Neg/n.a.;2.016,00;220BG003
41.423;0,03;Reg/Neg/n.a.;2.013,00;109BG002
41.563;0,02;Reg/Neg/n.a.;2.013,00;167BG004
42.145;0,01;Reg/Neg/n.a.;2.016,00;092BG074
42.170;0,01;Reg/Neg/n.a.;2.013,00;040BG028
42.237;0,03;Reg/Neg/n.a.;2.016,00;053BG046
42.252;0,04;Reg/Neg/n.a.;2.016,00;053BG046
42.770;0,03;Reg/Neg/n.a.;2.016,00;024BG023
42.936;0,03;Reg/Neg/n.a.;2.016,00;016BG009
42.940;0,02;Reg/Neg/n.a.;2.016,00;245BG026
42.944;0,08;Irr/Pos;2.016,00;245BG045
42.951;0,02;Reg/Neg/n.a.;2.016,00;245BG002
42.954;0,03;Reg/Neg/n.a.;2.016,00;245BG003
43.617;0,02;Reg/Neg/n.a.;2.013,00;060BG028
45.947;0,01;Reg/Neg/n.a.;2.013,00;108BG026
45.981;0,01;Reg/Neg/n.a.;2.013,00;178BG013
46.014;0,01;Reg/Neg/n.a.;2.013,00;124BG004
46.054;0,01;Reg/Neg/n.a.;2.013,00;108BG017
46.343;0,04;Reg/Neg/n.a.;2.013,00;206BG010
46.691;0,01;Reg/Neg/n.a.;2.013,00;206BG006
46.780;0,03;Reg/Neg/n.a.;2.013,00;246BG167
46.950;0,04;Reg/Neg/n.a.;2.016,00;182BG002
46.954;0,01;Reg/Neg/n.a.;2.016,00;182BG023
48.654;0,02;Reg/Neg/n.a.;2.016,00;190BG055
48.657;0;Reg/Neg/n.a.;2.016,00;146BG003
48.666;0,01;Reg/Neg/n.a.;2.016,00;121BG005
50.256;0,04;Reg/Neg/n.a.;2.016,00;212BG004
50.267;0;Reg/Neg/n.a.;2.016,00;044BG010
50.361;0,01;Reg/Neg/n.a.;2.013,00;116BG003
50.364;0,01;Reg/Neg/n.a.;2.013,00;175BG029
50.370;0,04;Reg/Neg/n.a.;2.013,00;111BG031
50.374;0,01;Reg/Neg/n.a.;2.013,00;080BG001
50.377;0,04;Reg/Neg/n.a.;2.013,00;060BG027
50.418;0,04;Reg/Neg/n.a.;2.013,00;219BG039
50.433;0,02;Reg/Neg/n.a.;2.013,00;040BG016
50.438;0,08;Irr/Pos;2.013,00;219BG053
50.441;0,02;Reg/Neg/n.a.;2.013,00;087BG029
50.442;0,02;Reg/Neg/n.a.;2.013,00;183BG034
51.495;0,02;Reg/Neg/n.a.;2.016,00;220BG029
51.634;0;Reg/Neg/n.a.;2.014,00;089BG009
52.081;0,01;Reg/Neg/n.a.;2.013,00;039MI008
52.640;0,02;Reg/Neg/n.a.;2.016,00;152BG003
52.716;0;Reg/Neg/n.a.;2.014,00;111BG065
53.798;0,01;Reg/Neg/n.a.;2.014,00;060BG028
54.068;0,03;Reg/Neg/n.a.;2.016,00;076BG021
54.081;0,04;Reg/Neg/n.a.;2.016,00;222BG011
54.732;0;Reg/Neg/n.a.;2.016,00;207BG031
55.010;0,01;Reg/Neg/n.a.;2.016,00;154BG001
55.228;0,03;Reg/Neg/n.a.;2.013,00;183BG041
55.231;0,04;Reg/Neg/n.a.;2.013,00;219BG061
55.513;0,03;Reg/Neg/n.a.;2.013,00;183BG031
55.515;0,04;Reg/Neg/n.a.;2.013,00;183BG040
56.598;0;Reg/Neg/n.a.;2.014,00;220BG003
57.050;0,04;Reg/Neg/n.a.;2.016,00;053BG046
57.052;0,01;Reg/Neg/n.a.;2.016,00;148BG027
57.053;0,02;Reg/Neg/n.a.;2.016,00;168BG002
57.054;0,02;Reg/Neg/n.a.;2.016,00;118BG009
57.055;0,02;Reg/Neg/n.a.;2.016,00;118BG024
57.056;0,01;Reg/Neg/n.a.;2.016,00;118BG001
57.057;0,02;Reg/Neg/n.a.;2.016,00;241BG011
57.058;0,01;Reg/Neg/n.a.;2.016,00;241BG007
57.059;0,01;Reg/Neg/n.a.;2.016,00;241BG001
57.843;0;Reg/Neg/n.a.;2.014,00;149BG013
58.594;0,008;Reg/Neg/n.a.;2.011,00;038BG006
59.929;0,02;Reg/Neg/n.a.;2.014,00;028BG001
59.946;0;Reg/Neg/n.a.;2.014,00;042BG012
59.948;0,03;Reg/Neg/n.a.;2.014,00;043BG001
59.950;0;Reg/Neg/n.a.;2.014,00;043BG013
59.951;0;Reg/Neg/n.a.;2.014,00;043BG017
59.952;0;Reg/Neg/n.a.;2.014,00;055BG004
59.990;0,02;Reg/Neg/n.a.;2.014,00;093BG070
59.992;0;Reg/Neg/n.a.;2.014,00;182BG005
59.994;0,01;Reg/Neg/n.a.;2.014,00;093BG011
60.632;0,05;Irr/Pos;2.013,00;048BG008
60.643;0,01;Reg/Neg/n.a.;2.013,00;191BG016
60.678;0,04;Reg/Neg/n.a.;2.013,00;041BG008
60.873;0,01;Reg/Neg/n.a.;2.016,00;118BG004
61.099;0,02;Reg/Neg/n.a.;2.013,00;126BG004
61.105;0,01;Reg/Neg/n.a.;2.013,00;091BG002
61.210;0,04;Reg/Neg/n.a.;2.016,00;202BG022
61.249;0;Reg/Neg/n.a.;2.016,00;212BG048
62.488;0,01;Reg/Neg/n.a.;2.016,00;038BG006
63.548;0,005;Reg/Neg/n.a.;2.011,00;076BG004
64.273;0;Reg/Neg/n.a.;2.014,00;245BG029
65.371;0,01;Reg/Neg/n.a.;2.016,00;018BG001
65.384;0,02;Reg/Neg/n.a.;2.016,00;218BG009
65.395;0,01;Reg/Neg/n.a.;2.016,00;157BG016
65.401;0,01;Reg/Neg/n.a.;2.016,00;212BG004
65.409;0,03;Reg/Neg/n.a.;2.016,00;212BG022
65.474;0,06;Irr/Pos;2.016,00;025BG012
65.479;0,08;Irr/Pos;2.016,00;133BG014
66.149;0,03;Reg/Neg/n.a.;2.016,00;036BG008
66.168;0,02;Reg/Neg/n.a.;2.016,00;036BG001
66.335;0,01;Reg/Neg/n.a.;2.014,00;177BG004
66.339;0;Reg/Neg/n.a.;2.014,00;177BG009
66.469;0,02;Reg/Neg/n.a.;2.016,00;169BG041
67.245;0,02;Reg/Neg/n.a.;2.016,00;157BG006
69.075;0;Reg/Neg/n.a.;2.016,00;048BG048
69.312;0,03;Reg/Neg/n.a.;2.016,00;013BG015
69.318;0,04;Reg/Neg/n.a.;2.016,00;037BG009
69.370;0,02;Reg/Neg/n.a.;2.016,00;034BG001
69.376;0,02;Reg/Neg/n.a.;2.016,00;034BG008
69.384;0,01;Reg/Neg/n.a.;2.016,00;118BG024
69.391;0,01;Reg/Neg/n.a.;2.016,00;149BG013
69.404;0,01;Reg/Neg/n.a.;2.016,00;064BG007
69.410;0,01;Reg/Neg/n.a.;2.016,00;064BG071
69.416;0,08;Irr/Pos;2.016,00;060BG033
69.424;0,01;Reg/Neg/n.a.;2.016,00;060BG028
69.429;0,01;Reg/Neg/n.a.;2.016,00;060BG028
69.440;0,01;Reg/Neg/n.a.;2.016,00;060BG043
69.981;0,02;Reg/Neg/n.a.;2.014,00;050BG009
70.361;0,04;Reg/Neg/n.a.;2.013,00;220BG003
71.663;0,01;Reg/Neg/n.a.;2.013,00;008BG007
71.800;0,02;Reg/Neg/n.a.;2.013,00;004BG031
71.804;0,03;Reg/Neg/n.a.;2.013,00;004BG020
71.806;0,01;Reg/Neg/n.a.;2.013,00;060BG041
71.845;0,05;Reg/Neg/n.a.;2.016,00;029BG002
71.848;0,03;Reg/Neg/n.a.;2.016,00;029BG007
71.854;0,01;Reg/Neg/n.a.;2.016,00;029BG006
71.867;0,02;Reg/Neg/n.a.;2.016,00;011BG001
71.875;0,07;Irr/Pos;2.013,00;015BG006
71.876;0,01;Reg/Neg/n.a.;2.013,00;015BG009
71.878;0,08;Irr/Pos;2.013,00;015BG007
71.886;0,04;Reg/Neg/n.a.;2.016,00;219BG013
71.894;0,1;Irr/Pos;2.016,00;219BG003
72.171;0,02;Reg/Neg/n.a.;2.016,00;177BG014
72.177;0,1;Irr/Pos;2.016,00;177BG001
72.179;0,01;Reg/Neg/n.a.;2.016,00;177BG011
72.181;0,02;Reg/Neg/n.a.;2.016,00;177BG047
72.189;0,02;Reg/Neg/n.a.;2.016,00;177BG004
72.198;0,08;Irr/Pos;2.016,00;172BG003
72.203;0,03;Reg/Neg/n.a.;2.016,00;172BG020
72.208;0,01;Reg/Neg/n.a.;2.016,00;133BG033
72.210;0,02;Reg/Neg/n.a.;2.016,00;133BG027
72.212;0,01;Reg/Neg/n.a.;2.016,00;133BG020
72.217;0,07;Irr/Pos;2.016,00;133BG024
72.224;0,02;Reg/Neg/n.a.;2.016,00;133BG036
72.229;0,02;Reg/Neg/n.a.;2.016,00;076BG003
72.237;0,1;Irr/Pos;2.016,00;076BG020
72.245;0,01;Reg/Neg/n.a.;2.016,00;044BG044
72.248;0,03;Reg/Neg/n.a.;2.016,00;135BG005
72.252;0,01;Reg/Neg/n.a.;2.016,00;135BG012
72.256;0,07;Irr/Pos;2.016,00;135BG016
72.260;0,05;Reg/Neg/n.a.;2.016,00;135BG016
72.265;0,02;Reg/Neg/n.a.;2.016,00;076BG004
72.274;0,07;Irr/Pos;2.016,00;076BG029
72.278;0,04;Reg/Neg/n.a.;2.016,00;053BG058
72.294;0,02;Reg/Neg/n.a.;2.016,00;071BG004
72.302;0,02;Reg/Neg/n.a.;2.016,00;071BG004
72.305;0,01;Reg/Neg/n.a.;2.016,00;071BG012
72.323;0,01;Reg/Neg/n.a.;2.016,00;219BG006
72.329;0,01;Reg/Neg/n.a.;2.016,00;219BG056
72.335;0,07;Irr/Pos;2.016,00;133BG015
72.343;0,03;Reg/Neg/n.a.;2.016,00;133BG022
72.346;0,03;Reg/Neg/n.a.;2.016,00;152BG013
72.351;0,01;Reg/Neg/n.a.;2.016,00;152BG002
72.361;0,01;Reg/Neg/n.a.;2.016,00;152BG008
72.368;0,01;Reg/Neg/n.a.;2.016,00;152BG023
72.374;0,03;Reg/Neg/n.a.;2.016,00;152BG015
72.386;0,03;Reg/Neg/n.a.;2.016,00;048BG008
72.403;0;Reg/Neg/n.a.;2.016,00;234BG030
72.725;0;Reg/Neg/n.a.;2.014,00;062BG006
72.726;0;Reg/Neg/n.a.;2.014,00;062BG008
72.730;0,02;Reg/Neg/n.a.;2.014,00;114BG005
72.731;0,02;Reg/Neg/n.a.;2.014,00;114BG012
72.732;0,01;Reg/Neg/n.a.;2.014,00;198BG028
72.737;0,02;Reg/Neg/n.a.;2.014,00;212BG013
72.739;0;Reg/Neg/n.a.;2.014,00;212BG038
72.965;0,02;Reg/Neg/n.a.;2.014,00;157BG006
72.966;0;Reg/Neg/n.a.;2.014,00;043BG018
73.168;0;Reg/Neg/n.a.;2.016,00;179BG002
73.182;0,02;Reg/Neg/n.a.;2.016,00;093BG011
73.262;0,01;Reg/Neg/n.a.;2.016,00;093BG098
73.273;0,01;Reg/Neg/n.a.;2.016,00;182BG015
73.286;0,01;Reg/Neg/n.a.;2.016,00;162BG009
73.295;0,01;Reg/Neg/n.a.;2.016,00;093BG024
73.304;0,01;Reg/Neg/n.a.;2.016,00;093BG023
73.310;0,01;Reg/Neg/n.a.;2.016,00;204BG011
73.319;0,1;Irr/Pos;2.016,00;093BG018
73.326;0,01;Reg/Neg/n.a.;2.016,00;093BG070
73.334;0,01;Reg/Neg/n.a.;2.016,00;182BG016
73.338;0,01;Reg/Neg/n.a.;2.016,00;162BG011
73.343;0,01;Reg/Neg/n.a.;2.016,00;182BG012
73.347;0,01;Reg/Neg/n.a.;2.016,00;086BG071
73.502;0,01;Reg/Neg/n.a.;2.016,00;220BG003
73.576;0,03;Reg/Neg/n.a.;2.014,00;091BG011
73.686;0,01;Reg/Neg/n.a.;2.016,00;024BG025
73.704;0,03;Reg/Neg/n.a.;2.016,00;152BG006
73.722;0,1;Irr/Pos;2.016,00;152BG035
74.007;0,01;Reg/Neg/n.a.;2.016,00;070BG024
74.015;0,01;Reg/Neg/n.a.;2.016,00;234BG022
74.025;0,02;Reg/Neg/n.a.;2.016,00;100BG005
74.028;0,03;Reg/Neg/n.a.;2.016,00;111BG005
74.534;0;Reg/Neg/n.a.;2.015,00;220BG003
74.534;0,01;Reg/Neg/n.a.;2.015,00;220BG003
74.996;0,03;Reg/Neg/n.a.;2.016,00;196BG007
75.003;0,01;Reg/Neg/n.a.;2.016,00;149BG023
75.119;0,01;Reg/Neg/n.a.;2.014,00;152BG002
75.124;0;Reg/Neg/n.a.;2.014,00;152BG006
75.131;0;Reg/Neg/n.a.;2.014,00;152BG035
75.192;0,02;Reg/Neg/n.a.;2.013,00;104BG002
75.194;0;Reg/Neg/n.a.;2.013,00;104BG021
75.196;0,01;Reg/Neg/n.a.;2.013,00;104BG037
75.198;0,01;Reg/Neg/n.a.;2.013,00;104BG017
76.736;0,01;Reg/Neg/n.a.;2.016,00;146BG024
76.751;0,02;Reg/Neg/n.a.;2.016,00;165BG001
76.883;0,01;Reg/Neg/n.a.;2.013,00;104BG003
76.889;0,01;Reg/Neg/n.a.;2.013,00;104BG010
77.644;0,01;Reg/Neg/n.a.;2.016,00;158BG010
77.659;0,01;Reg/Neg/n.a.;2.016,00;071BG023
77.905;0,01;Reg/Neg/n.a.;2.016,00;239BG006
78.037;0;Reg/Neg/n.a.;2.014,00;024BG025
78.082;0,01;Reg/Neg/n.a.;2.016,00;147BG017
78.091;0,1;Irr/Pos;2.016,00;152BG035
79.075;0,01;Reg/Neg/n.a.;2.016,00;064BG007
79.088;0;Reg/Neg/n.a.;2.014,00;141BG013
79.114;0,01;Reg/Neg/n.a.;2.016,00;246BG236
79.134;0;Reg/Neg/n.a.;2.016,00;005BG012
79.796;0,01;Reg/Neg/n.a.;2.016,00;225BG003
79.810;0,01;Reg/Neg/n.a.;2.016,00;199BG021
79.859;0,01;Reg/Neg/n.a.;2.016,00;148BG004
79.865;0,01;Reg/Neg/n.a.;2.016,00;225BG001
79.875;0;Reg/Neg/n.a.;2.016,00;092BG074
79.880;0,01;Reg/Neg/n.a.;2.016,00;104BG003
80.437;0,02;Reg/Neg/n.a.;2.014,00;034BG001
80.440;0,02;Reg/Neg/n.a.;2.014,00;034BG008
82.071;0;Reg/Neg/n.a.;2.014,00;220BG003
82.083;0,04;Reg/Neg/n.a.;2.013,00;038BG011
82.493;0,02;Reg/Neg/n.a.;2.013,00;132BG003
85.491;0,05;Reg/Neg/n.a.;2.016,00;202BG022
85.491;0,09;Irr/Pos;2.016,00;202BG022
86.163;0;Reg/Neg/n.a.;2.013,00;008BG006
86.716;0,1;Irr/Pos;2.014,00;245BG026
87.551;0;Reg/Neg/n.a.;2.016,00;195BG013
87.643;0,01;Reg/Neg/n.a.;2.013,00;118BG009
87.645;0,01;Reg/Neg/n.a.;2.013,00;118BG001
87.649;0,04;Reg/Neg/n.a.;2.013,00;223BG030
87.653;0,01;Reg/Neg/n.a.;2.013,00;223BG003
87.659;0;Reg/Neg/n.a.;2.013,00;118BG020
87.671;0,01;Reg/Neg/n.a.;2.016,00;024BG025
88.172;0;Reg/Neg/n.a.;2.015,00;189BG018
89.110;0,05;Reg/Neg/n.a.;2.016,00;037BG009
89.151;0;Reg/Neg/n.a.;2.016,00;246BG187
89.423;0,01;Reg/Neg/n.a.;2.016,00;202BG022
89.423;0,01;Reg/Neg/n.a.;2.016,00;202BG022
90.706;0,02;Reg/Neg/n.a.;2.016,00;043BG001
90.785;0,02;Reg/Neg/n.a.;2.016,00;154BG001
90.921;0;Reg/Neg/n.a.;2.013,00;148BG027
91.073;0,01;Reg/Neg/n.a.;2.016,00;183BG061
91.121;0;Reg/Neg/n.a.;2.016,00;185BG027
92.103;0,03;Reg/Neg/n.a.;2.014,00;203BG017
92.112;0;Reg/Neg/n.a.;2.014,00;081BG006
92.114;0;Reg/Neg/n.a.;2.014,00;038BG006
92.117;0;Reg/Neg/n.a.;2.014,00;111BG065
92.122;0,03;Reg/Neg/n.a.;2.014,00;038BG005
92.128;0;Reg/Neg/n.a.;2.014,00;089BG009
92.133;0,02;Reg/Neg/n.a.;2.014,00;034BG008
92.137;0;Reg/Neg/n.a.;2.014,00;220BG003
92.138;0;Reg/Neg/n.a.;2.014,00;024BG025
92.156;0,03;Reg/Neg/n.a.;2.013,00;209BG029
92.167;0,03;Reg/Neg/n.a.;2.013,00;213BG011
92.172;0,03;Reg/Neg/n.a.;2.013,00;072BG011
92.237;0;Reg/Neg/n.a.;2.014,00;145BG027
92.381;0,03;Reg/Neg/n.a.;2.014,00;245BG026
92.945;0;Reg/Neg/n.a.;2.014,00;219BG082
92.968;0,01;Reg/Neg/n.a.;2.014,00;013BG015
92.973;0;Reg/Neg/n.a.;2.014,00;011BG001
92.976;0;Reg/Neg/n.a.;2.014,00;029BG006
92.981;0;Reg/Neg/n.a.;2.014,00;219BG075
92.986;0;Reg/Neg/n.a.;2.014,00;142BG022
92.993;0;Reg/Neg/n.a.;2.014,00;053BG001
93.362;0,02;Reg/Neg/n.a.;2.014,00;160BG003
93.392;0;Reg/Neg/n.a.;2.014,00;182BG002
93.397;0;Reg/Neg/n.a.;2.014,00;018BG005
93.414;0;Reg/Neg/n.a.;2.014,00;079BG005
93.419;0,01;Reg/Neg/n.a.;2.014,00;157BG016
93.426;0,02;Reg/Neg/n.a.;2.014,00;157BG006
93.429;0;Reg/Neg/n.a.;2.014,00;189BG018
93.435;0,02;Reg/Neg/n.a.;2.014,00;133BG015
93.442;0,02;Reg/Neg/n.a.;2.014,00;093BG070
93.612;0;Reg/Neg/n.a.;2.014,00;156BG012
93.620;0;Reg/Neg/n.a.;2.014,00;008BG006
93.640;0;Reg/Neg/n.a.;2.014,00;222BG011
93.646;0;Reg/Neg/n.a.;2.014,00;220BG001
94.305;0;Reg/Neg/n.a.;2.013,00;237BG024
94.316;0,06;Irr/Pos;2.016,00;038BG002
94.317;0;Reg/Neg/n.a.;2.013,00;237BG028
94.325;0;Reg/Neg/n.a.;2.013,00;237BG044
94.389;0,04;Reg/Neg/n.a.;2.013,00;113BG015
94.405;0,01;Reg/Neg/n.a.;2.013,00;113BG006
94.408;0,02;Reg/Neg/n.a.;2.013,00;113BG003
94.417;0,04;Reg/Neg/n.a.;2.013,00;105BG019
95.947;0,03;Reg/Neg/n.a.;2.013,00;237BG035
95.953;0;Reg/Neg/n.a.;2.013,00;237BG027
95.957;0;Reg/Neg/n.a.;2.013,00;237BG029
95.962;0;Reg/Neg/n.a.;2.013,00;105BG003
96.371;0,02;Reg/Neg/n.a.;2.016,00;114MI016
96.384;0;Reg/Neg/n.a.;2.016,00;005BG012
96.392;0,01;Reg/Neg/n.a.;2.016,00;001BG078
97.741;0,01;Reg/Neg/n.a.;2.016,00;212BG004
97.903;0,01;Reg/Neg/n.a.;2.016,00;114MI016
98.674;0,01;Reg/Neg/n.a.;2.016,00;059BG020
98.680;0;Reg/Neg/n.a.;2.016,00;169BG041
99.054;0,02;Reg/Neg/n.a.;2.016,00;156BG023
99.767;0,01;Reg/Neg/n.a.;2.016,00;002BS112
99.770;0,01;Reg/Neg/n.a.;2.016,00;235BG003
100.012;0,02;Reg/Neg/n.a.;2.016,00;008BG041
100.229;0,01;Reg/Neg/n.a.;2.016,00;004BG031
100.506;0,08;Irr/Pos;2.013,00;022BG029
100.511;0,02;Reg/Neg/n.a.;2.013,00;192BG031
100.515;0,03;Reg/Neg/n.a.;2.013,00;050BG009
100.980;0,05;Reg/Neg/n.a.;2.013,00;044BG013
101.009;0,02;Reg/Neg/n.a.;2.013,00;217BG003
101.027;0;Reg/Neg/n.a.;2.013,00;077BG023
101.031;0;Reg/Neg/n.a.;2.013,00;241BG001
101.035;0,05;Irr/Pos;2.013,00;192BG060
103.544;0,02;Reg/Neg/n.a.;2.014,00;076BG003
103.783;0,02;Reg/Neg/n.a.;2.013,00;049BG002
103.785;0;Reg/Neg/n.a.;2.013,00;211BG003
103.788;0,02;Reg/Neg/n.a.;2.013,00;103BG003
106.574;0,02;Reg/Neg/n.a.;2.016,00;239BG010
106.575;0,03;Reg/Neg/n.a.;2.016,00;146BG047
107.259;0;Reg/Neg/n.a.;2.016,00;183BG061
107.465;0;Reg/Neg/n.a.;2.013,00;121BG006
107.502;0,01;Reg/Neg/n.a.;2.016,00;212BG048
107.511;0,01;Reg/Neg/n.a.;2.016,00;039MI008
108.078;0,04;Reg/Neg/n.a.;2.013,00;219BG061
108.100;0,06;Reg/Neg/n.a.;2.013,00;053BG040
110.105;0;Reg/Neg/n.a.;2.016,00;128BG022
110.633;0;Reg/Neg/n.a.;2.016,00;246BG236
110.911;0,02;Reg/Neg/n.a.;2.013,00;246BG042
110.970;0;Reg/Neg/n.a.;2.012,00;018BG011
110.972;0,01;Reg/Neg/n.a.;2.012,00;133BG012
111.480;0,04;Reg/Neg/n.a.;2.013,00;223BG030
112.219;0,02;Reg/Neg/n.a.;2.016,00;038BG002
112.714;0,02;Reg/Neg/n.a.;2.016,00;114MI016
113.378;0,06;Irr/Pos;2.014,00;083BG021
113.395;0,01;Reg/Neg/n.a.;2.014,00;105BG005
113.399;0;Reg/Neg/n.a.;2.014,00;105BG003
113.624;0,01;Reg/Neg/n.a.;2.016,00;154BG001
113.819;0,01;Reg/Neg/n.a.;2.016,00;020BG003
113.839;0,01;Reg/Neg/n.a.;2.016,00;094CR005
114.851;0,02;Reg/Neg/n.a.;2.014,00;105BG010
115.201;0,01;Reg/Neg/n.a.;2.016,00;133BG017
116.221;0,01;Reg/Neg/n.a.;2.014,00;044BG013
116.222;0;Reg/Neg/n.a.;2.014,00;113BG012
117.064;0,01;Reg/Neg/n.a.;2.016,00;248BG015
119.514;0;Reg/Neg/n.a.;2.016,00;059BG020
119.926;0,04;Reg/Neg/n.a.;2.013,00;044BG013
119.995;0,02;Reg/Neg/n.a.;2.016,00;222BG011
120.019;0,04;Reg/Neg/n.a.;2.013,00;028BG022
120.037;0,01;Reg/Neg/n.a.;2.013,00;028BG020
120.041;0,02;Reg/Neg/n.a.;2.013,00;043BG018
120.049;0,02;Reg/Neg/n.a.;2.013,00;212BG004
120.236;0;Reg/Neg/n.a.;2.015,00;081BG006
120.241;0,01;Reg/Neg/n.a.;2.016,00;114MI016
120.268;0,01;Reg/Neg/n.a.;2.016,00;203BG017
120.586;0;Reg/Neg/n.a.;2.015,00;008BG006
120.587;0,01;Reg/Neg/n.a.;2.015,00;034BG008
120.588;0;Reg/Neg/n.a.;2.015,00;220BG003
120.589;0,02;Reg/Neg/n.a.;2.015,00;038BG005
120.590;0,01;Reg/Neg/n.a.;2.015,00;111BG065
120.591;0,01;Reg/Neg/n.a.;2.015,00;024BG025
120.593;0;Reg/Neg/n.a.;2.015,00;089BG009
120.594;0,01;Reg/Neg/n.a.;2.015,00;038BG006
120.595;0,01;Reg/Neg/n.a.;2.015,00;156BG012
120.597;0;Reg/Neg/n.a.;2.015,00;222BG011
120.598;0;Reg/Neg/n.a.;2.015,00;203BG017
120.600;0;Reg/Neg/n.a.;2.015,00;146BG070
120.646;0;Reg/Neg/n.a.;2.016,00;146BG070
120.666;0,01;Reg/Neg/n.a.;2.016,00;008BG006
120.696;0,01;Reg/Neg/n.a.;2.016,00;081BG006
120.699;0,01;Reg/Neg/n.a.;2.016,00;111BG065
120.704;0,02;Reg/Neg/n.a.;2.016,00;156BG012
120.710;0,02;Reg/Neg/n.a.;2.016,00;034BG008
120.713;0,01;Reg/Neg/n.a.;2.016,00;220BG003
120.716;0,01;Reg/Neg/n.a.;2.016,00;024BG025
120.722;0,01;Reg/Neg/n.a.;2.016,00;038BG005
120.728;0;Reg/Neg/n.a.;2.016,00;089BG009
120.737;0,01;Reg/Neg/n.a.;2.016,00;038BG006
121.468;0,01;Reg/Neg/n.a.;2.016,00;142BG022
121.480;0,03;Reg/Neg/n.a.;2.016,00;219BG075
121.486;0,01;Reg/Neg/n.a.;2.016,00;029BG006
121.491;0,02;Reg/Neg/n.a.;2.016,00;011BG001
121.497;0,04;Reg/Neg/n.a.;2.016,00;053BG001
121.503;0,03;Reg/Neg/n.a.;2.016,00;219BG082
121.507;0,01;Reg/Neg/n.a.;2.016,00;012BG071
121.520;0,06;Irr/Pos;2.016,00;160BG003
121.537;0,02;Reg/Neg/n.a.;2.016,00;018BG005
121.544;0,02;Reg/Neg/n.a.;2.016,00;189BG018
121.551;0,02;Reg/Neg/n.a.;2.016,00;079BG005
121.556;0,02;Reg/Neg/n.a.;2.016,00;157BG016
